station,date,prcp,tobs
USC00518838,2010-04-30,,19.4
USC00518838,2010-05-01,7.4,20.6
USC00518838,2010-05-02,0.0,21.7
USC00518838,2010-05-03,22.1,19.4
USC00518838,2010-05-04,1.0,20.6
USC00518838,2010-05-05,0.8,21.7
USC00518838,2010-05-08,,19.4
USC00518838,2010-05-09,6.4,22.2
USC00518838,2010-05-10,1.5,22.2
USC00518838,2010-05-11,1.8,22.8
USC00518838,2010-05-12,1.5,26.1
USC00518838,2010-05-13,1.0,25.6
USC00518838,2010-05-14,0.5,23.9
USC00518838,2010-05-16,0.0,25.0
USC00518838,2010-05-17,0.8,26.1
USC00518838,2010-05-19,,25.0
USC00518838,2010-05-20,14.2,21.7
USC00518838,2010-05-21,11.4,21.1
USC00518838,2010-05-22,1.0,23.3
USC00518838,2010-05-23,15.2,21.1
USC00518838,2010-05-24,3.8,21.7
USC00518838,2010-05-25,1.0,22.8
USC00518838,2010-05-26,0.5,22.8
USC00518838,2010-06-01,,20.6
USC00518838,2010-06-02,0.8,21.1
USC00518838,2010-06-03,0.0,19.4
USC00518838,2010-06-04,0.0,21.1
USC00518838,2010-06-05,0.0,22.8
USC00518838,2010-06-06,0.0,22.8
USC00518838,2010-06-09,,22.2
USC00518838,2010-06-10,0.0,22.2
USC00518838,2010-06-11,0.0,25.0
USC00518838,2010-06-12,0.0,21.1
USC00518838,2010-06-13,0.3,25.6
USC00518838,2010-06-15,,22.8
USC00518838,2010-06-17,0.0,23.9
USC00518838,2010-06-18,7.6,21.1
USC00518838,2010-06-19,0.5,23.3
USC00518838,2010-06-20,0.8,25.0
USC00518838,2010-06-22,,20.6
USC00518838,2010-06-23,2.8,22.8
USC00518838,2010-06-24,7.1,22.8
USC00518838,2010-06-25,7.6,23.3
USC00518838,2010-06-28,,22.8
USC00518838,2010-06-29,2.5,22.2
USC00518838,2010-06-30,1.0,23.9
USC00518838,2010-07-01,2.3,22.8
USC00518838,2010-07-02,5.1,21.1
USC00518838,2010-07-03,21.3,22.8
USC00518838,2010-07-04,2.3,24.4
USC00518838,2010-07-05,0.8,23.9
USC00518838,2010-07-06,10.4,21.7
USC00518838,2010-07-07,2.8,22.8
USC00518838,2010-07-09,,23.3
USC00518838,2010-07-10,11.2,21.7
USC00518838,2010-07-11,0.3,22.2
USC00518838,2010-07-13,,23.9
USC00518838,2010-07-15,,24.4
USC00518838,2010-07-16,1.0,22.8
USC00518838,2010-07-27,,25.6
USC00518838,2010-07-28,0.3,26.7
USC00518838,2010-08-02,,24.4
USC00518838,2010-08-03,0.3,22.8
USC00518838,2010-08-04,6.4,22.2
USC00518838,2010-08-05,9.1,22.8
USC00518838,2010-08-06,0.8,23.3
USC00518838,2010-08-07,1.5,23.3
USC00518838,2010-08-09,,22.2
USC00518838,2010-08-10,0.8,22.8
USC00518838,2010-08-11,3.0,22.2
USC00518838,2010-08-13,,23.3
USC00518838,2010-08-17,,23.9
USC00518838,2010-08-18,0.5,26.1
USC00518838,2010-08-19,0.3,24.4
USC00518838,2010-08-20,0.0,24.4
USC00518838,2010-08-23,,24.4
USC00518838,2010-08-25,,23.3
USC00518838,2010-08-26,3.0,22.2
USC00518838,2010-08-28,,24.4
USC00518838,2010-08-29,9.7,23.3
USC00518838,2010-08-30,6.4,23.9
USC00518838,2010-08-31,3.0,23.3
USC00518838,2010-09-01,0.8,25.0
USC00518838,2010-09-03,,25.6
USC00518838,2010-09-04,1.0,22.8
USC00518838,2010-09-05,0.5,25.6
USC00518838,2010-09-06,0.0,24.4
USC00518838,2010-09-07,1.0,24.4
USC00518838,2010-09-09,,25.0
USC00518838,2010-09-10,0.5,24.4
USC00518838,2010-09-12,,25.6
USC00518838,2010-09-13,0.5,24.4
USC00518838,2010-09-14,0.0,26.1
USC00518838,2010-09-15,0.0,23.9
USC00518838,2010-09-16,0.3,23.9
USC00518838,2010-09-17,0.0,25.0
USC00518838,2010-09-18,0.8,25.6
USC00518838,2010-09-21,,25.0
USC00518838,2010-09-22,2.8,23.3
USC00518838,2010-09-23,1.3,23.3
USC00518838,2010-09-24,0.0,25.0
USC00518838,2010-09-26,,24.4
USC00518838,2010-09-27,0.0,28.3
USC00518838,2010-09-28,0.0,25.0
USC00518838,2010-09-30,,20.6
USC00518838,2010-10-01,6.4,21.7
USC00518838,2010-10-02,0.5,25.6
USC00518838,2010-10-03,0.8,21.1
USC00518838,2010-10-04,13.5,25.0
USC00518838,2010-10-05,0.5,21.7
USC00518838,2010-10-06,0.3,26.1
USC00518838,2010-10-07,0.8,25.0
USC00518838,2010-10-08,0.3,23.3
USC00518838,2010-10-14,,25.0
USC00518838,2010-10-17,,27.2
USC00518838,2010-10-20,,25.6
USC00518838,2010-10-22,,25.0
USC00518838,2010-10-24,,24.4
USC00518838,2010-10-25,0.0,25.0
USC00518838,2010-10-26,27.9,22.8
USC00518838,2010-10-27,10.2,23.9
USC00518838,2010-10-28,9.7,22.8
USC00518838,2010-10-29,2.5,21.7
USC00518838,2010-10-30,1.8,25.0
USC00518838,2010-10-31,0.0,24.4
USC00518838,2010-11-01,5.3,22.2
USC00518838,2010-11-02,0.8,25.0
USC00518838,2010-11-03,6.4,21.1
USC00518838,2010-11-04,3.0,22.2
USC00518838,2010-11-05,2.0,22.8
USC00518838,2010-11-10,,23.9
USC00518838,2010-11-12,,23.3
USC00518838,2010-11-15,,23.3
USC00518838,2010-11-16,2.0,24.4
USC00518838,2010-11-18,0.0,23.9
USC00518838,2010-11-19,8.9,22.2
USC00518838,2010-11-22,,25.6
USC00518838,2010-11-23,1.8,25.0
USC00518838,2010-11-24,4.1,24.4
USC00518838,2010-11-29,,23.9
USC00518838,2010-12-02,,21.7
USC00518838,2010-12-03,19.8,21.1
USC00518838,2010-12-05,,22.8
USC00518838,2010-12-06,0.5,25.6
USC00518838,2010-12-07,0.5,24.4
USC00518838,2010-12-08,8.4,22.8
USC00518838,2010-12-09,36.3,23.3
USC00518838,2010-12-10,63.5,17.2
USC00518838,2010-12-11,38.1,22.2
USC00518838,2010-12-13,,23.9
USC00518838,2010-12-14,3.3,23.3
USC00518838,2010-12-15,2.5,22.2
USC00518838,2010-12-16,1.3,20.0
USC00518838,2011-01-04,,22.8
USC00518838,2011-01-05,3.8,21.7
USC00518838,2011-01-06,3.6,18.3
USC00518838,2011-01-07,0.0,17.8
USC00518838,2011-01-10,,20.6
USC00518838,2011-01-11,18.5,23.3
USC00518838,2011-01-12,29.2,18.9
USC00518838,2011-01-13,160.0,18.9
USC00518838,2011-01-14,17.8,21.7
USC00518838,2011-01-18,,19.4
USC00518838,2011-01-19,0.8,19.4
USC00518838,2011-01-20,1.8,22.2
USC00518838,2011-01-21,0.0,21.1
USC00518838,2011-01-24,,23.9
USC00518838,2011-01-25,0.5,22.8
USC00518838,2011-01-26,2.0,21.1
USC00518838,2011-01-27,0.8,23.9
USC00518838,2011-01-28,1.0,22.8
USC00518838,2011-01-31,,22.8
USC00518838,2011-02-01,0.5,22.8
USC00518838,2011-02-02,0.0,23.9
USC00518838,2011-02-03,0.0,24.4
USC00518838,2011-02-04,0.5,22.2
USC00518838,2011-02-07,,20.0
USC00518838,2011-02-09,,21.7
USC00518838,2011-02-10,2.0,20.6
USC00518838,2011-02-11,25.4,20.6
USC00518838,2011-02-14,,23.9
USC00518838,2011-02-15,1.5,22.8
USC00518838,2011-02-16,0.3,24.4
USC00518838,2011-02-17,2.3,25.0
USC00518838,2011-02-18,0.3,22.2
USC00518838,2011-02-22,,23.9
USC00518838,2011-02-23,4.1,24.4
USC00518838,2011-02-24,0.8,22.2
USC00518838,2011-02-25,0.3,22.2
USC00518838,2011-02-28,,23.3
USC00518838,2011-03-01,0.5,23.3
USC00518838,2011-03-02,0.0,21.7
USC00518838,2011-03-03,22.6,23.3
USC00518838,2011-03-04,36.1,22.8
USC00518838,2011-03-07,,21.1
USC00518838,2011-03-08,2.8,22.8
USC00518838,2011-03-09,16.8,20.6
USC00518838,2011-03-10,9.1,21.7
USC00518838,2011-03-21,,23.9
USC00518838,2011-03-22,8.1,22.8
USC00518838,2011-03-23,8.6,23.3
USC00518838,2011-03-24,9.9,23.3
USC00518838,2011-03-29,,22.8
USC00518838,2011-03-30,0.8,22.8
USC00518838,2011-03-31,0.5,23.9
USC00518838,2011-04-01,8.6,23.3
USC00518838,2011-04-04,,23.9
USC00518838,2011-04-06,,20.6
USC00518838,2011-04-07,61.0,21.1
USC00518838,2011-04-08,14.5,20.0
USC00518838,2011-04-11,,23.9
USC00518838,2011-04-12,1.5,23.3
USC00518838,2011-04-13,0.3,25.0
USC00518838,2011-04-14,2.0,25.6
USC00518838,2011-04-15,2.8,21.7
USC00518838,2011-04-18,,22.8
USC00518838,2011-04-19,0.5,23.9
USC00518838,2011-04-20,0.8,23.3
USC00518838,2011-04-21,4.8,23.9
USC00518838,2011-04-25,0.0,23.9
USC00518838,2011-04-26,2.5,23.3
USC00518838,2011-04-27,5.1,22.2
USC00518838,2011-04-28,1.5,23.9
USC00518838,2011-04-29,0.5,23.3
USC00518838,2011-05-02,,22.8
USC00518838,2011-05-03,13.5,21.7
USC00518838,2011-05-04,53.3,21.7
USC00518838,2011-05-05,13.2,22.2
USC00518838,2011-05-06,1.0,22.8
USC00518838,2011-05-09,,21.7
USC00518838,2011-05-10,8.9,22.2
USC00518838,2011-05-11,2.5,22.8
USC00518838,2011-05-12,0.8,23.9
USC00518838,2011-05-16,0.0,23.9
USC00518838,2011-05-17,0.3,25.0
USC00518838,2011-05-18,0.3,24.4
USC00518838,2011-05-19,0.5,23.9
USC00518838,2011-05-20,0.0,23.9
USC00518838,2011-05-23,,24.4
USC00518838,2011-05-24,0.8,24.4
USC00518838,2011-05-25,0.0,23.3
USC00518838,2011-06-08,,22.8
USC00518838,2011-06-09,1.0,24.4
USC00518838,2011-06-12,,23.3
USC00518838,2011-06-13,2.0,24.4
USC00518838,2011-06-14,2.3,22.8
USC00518838,2011-06-15,1.5,24.4
USC00518838,2011-06-16,1.8,24.4
USC00518838,2011-06-20,,25.6
USC00518838,2011-06-21,1.3,23.9
USC00518838,2011-06-22,20.8,25.0
USC00518838,2011-07-06,1.3,22.2
USC00518838,2011-07-07,18.8,22.8
USC00518838,2011-08-08,,25.0
USC00518838,2011-08-10,,22.8
USC00518838,2011-08-12,,23.3
USC00518838,2011-08-24,0.0,22.2
USC00518838,2011-09-01,0.3,22.8
USC00518838,2011-09-02,2.0,25.0
USC00518838,2011-09-07,0.0,24.4
USC00518838,2011-09-09,0.0,22.8
USC00518838,2011-09-23,,23.9
USC00518838,2011-09-26,,26.1
USC00518838,2011-10-20,0.0,23.9
USC00518838,2011-10-31,,23.3
USC00518838,2011-11-04,15.2,22.2
USC00518838,2012-01-05,2.5,22.2
USC00518838,2012-01-09,0.0,23.3
USC00518838,2012-01-10,0.0,16.7
USC00518838,2012-01-11,0.3,22.8
USC00518838,2012-01-12,2.5,23.3
USC00518838,2012-01-14,0.0,14.4
USC00518838,2012-01-16,,14.4
USC00518838,2012-01-17,6.6,20.6
USC00518838,2012-01-18,32.0,22.8
USC00518838,2012-01-19,0.0,25.6
USC00518838,2012-01-20,0.0,25.6
USC00518838,2012-01-23,,25.0
USC00518838,2012-01-24,0.0,25.0
USC00518838,2012-01-25,0.0,23.3
USC00518838,2012-01-26,1.5,21.7
USC00518838,2012-01-27,26.2,22.2
USC00518838,2012-01-28,1.3,22.8
USC00518838,2012-01-29,1.3,21.7
USC00518838,2012-01-31,,22.2
USC00518838,2012-02-06,,21.1
USC00518838,2012-02-09,,21.1
USC00518838,2012-02-10,0.0,21.7
USC00518838,2012-02-14,,23.3
USC00518838,2012-02-15,0.0,23.3
USC00518838,2012-02-24,,24.4
USC00518838,2012-02-27,,22.8
USC00518838,2012-02-29,,23.3
USC00518838,2012-03-01,0.0,21.7
USC00518838,2012-03-03,5.6,18.3
USC00518838,2012-03-04,68.6,18.3
USC00518838,2012-03-05,23.4,16.7
USC00518838,2012-04-02,,26.1
USC00518838,2012-04-04,,23.3
USC00518838,2012-04-05,7.6,20.6
USC00518838,2012-04-09,,20.6
USC00518838,2012-04-16,,22.8
USC00518838,2012-05-02,,21.7
USC00518838,2012-05-09,,22.2
USC00518838,2012-05-17,,20.6
USC00518838,2012-05-18,7.6,24.4
USC00518838,2012-05-22,,23.3
USC00518838,2012-05-24,,22.8
USC00518838,2012-05-25,5.1,25.0
USC00518838,2012-05-27,,22.8
USC00518838,2012-05-28,3.8,23.3
USC00518838,2012-06-01,0.8,23.9
USC00518838,2012-06-14,,22.8
USC00518838,2012-06-21,,24.4
USC00518838,2012-06-26,,21.7
USC00518838,2012-06-29,,21.7
USC00518838,2012-07-02,,23.9
USC00518838,2012-07-20,1.3,22.2
USC00518838,2012-07-22,10.2,25.6
USC00518838,2012-07-23,0.8,26.1
USC00518838,2012-07-24,5.6,23.9
USC00518838,2012-07-25,5.1,25.0
USC00518838,2012-07-30,,25.0
USC00518838,2012-07-31,0.5,24.4
USC00518838,2012-08-01,0.0,26.1
USC00518838,2012-08-03,0.0,25.0
USC00518838,2012-08-06,6.6,25.6
USC00518838,2012-08-24,,23.9
USC00518838,2012-09-14,,23.3
USC00518838,2012-09-17,,25.0
USC00518838,2012-09-21,,26.1
USC00518838,2012-09-24,,26.1
USC00518838,2012-10-05,0.0,23.3
USC00518838,2012-10-08,,26.7
USC00518838,2012-10-10,,26.7
USC00518838,2012-10-11,2.0,25.6
USC00518838,2012-10-12,0.3,26.7
USC00518838,2012-10-15,,25.6
USC00518838,2012-10-16,2.8,25.0
USC00518838,2012-10-17,0.0,23.9
USC00518838,2012-10-18,0.5,24.4
USC00518838,2012-10-22,,23.9
USC00518838,2012-11-01,,25.0
USC00518838,2012-11-08,,23.9
USC00518838,2012-11-13,,23.9
USC00518838,2012-11-15,,22.2
USC00518838,2012-11-16,11.4,23.3
USC00518838,2012-11-20,,23.9
USC00518838,2012-11-26,,20.6
USC00518838,2012-11-27,0.0,21.7
USC00518838,2012-12-03,,23.3
USC00518838,2012-12-06,,22.8
USC00518838,2013-01-10,0.0,23.3
USC00518838,2013-01-14,,20.0
USC00518838,2013-01-23,,18.9
USC00518838,2013-01-24,7.6,19.4
USC00518838,2013-01-25,22.9,23.3
USC00518838,2013-02-01,,21.1
USC00518838,2013-02-02,,17.8
USC00518838,2013-02-06,,21.1
USC00518838,2013-02-07,0.0,22.2
USC00518838,2013-02-08,1.3,22.8
USC00518838,2013-02-14,,20.6
USC00518838,2013-02-15,0.0,21.1
USC00518838,2013-02-20,,18.3
USC00518838,2013-02-22,,18.9
USC00518838,2013-02-25,,21.1
USC00518838,2013-02-27,,20.6
USC00518838,2013-04-03,1.3,21.1
USC00518838,2013-04-05,0.0,22.8
USC00518838,2013-04-08,,21.1
USC00518838,2013-04-11,,23.9
USC00518838,2013-04-15,,18.3
USC00518838,2013-08-05,0.3,26.1
USC00518838,2013-08-06,0.5,26.7
USC00518838,2013-08-07,0.0,26.7
USC00518838,2013-08-08,0.0,22.2
USC00518838,2013-08-09,0.0,26.7
USC00518838,2013-08-12,,25.6
USC00518838,2013-08-14,,26.1
USC00518838,2013-08-19,0.0,25.6
USC00518838,2013-08-21,0.0,25.6
USC00518838,2013-08-22,0.3,23.3
USC00518838,2013-08-23,0.3,26.7
USC00518838,2013-08-27,0.0,26.1
USC00518838,2013-08-29,,26.7
USC00518838,2013-08-30,0.0,26.7
USC00518838,2013-09-01,,23.3
USC00518838,2013-09-05,,25.0
USC00518838,2013-09-06,0.3,25.6
USC00518838,2013-09-10,,26.1
USC00518838,2013-09-16,,25.6
USC00518838,2013-09-19,,22.2
USC00518838,2013-09-30,,25.6
USC00518838,2013-10-18,0.0,25.0
USC00518838,2013-12-17,,22.8
USC00518838,2013-12-19,,22.2
USC00518838,2013-12-20,4.1,22.8
USC00518838,2013-12-23,,22.2
USC00518838,2014-01-06,,21.7
USC00518838,2014-01-08,,18.3
USC00518838,2014-01-10,,19.4
USC00518838,2014-01-13,,22.8
USC00518838,2014-01-14,10.4,23.9
USC00518838,2014-02-03,0.0,17.8
USC00518838,2014-02-07,0.0,20.6
USC00518838,2014-02-12,0.0,22.2
USC00518838,2014-02-13,0.0,22.2
USC00518838,2014-02-16,2.5,20.0
USC00518838,2014-02-26,0.0,18.3
USC00518838,2015-05-14,,22.2
USC00518838,2015-05-18,,20.0
USC00518838,2015-05-19,0.0,23.9
USC00518838,2015-05-21,0.0,22.2
USC00518838,2015-05-26,0.0,21.1
USC00518838,2015-05-28,0.0,21.7
USC00518838,2015-09-21,0.0,24.4
USC00518838,2015-09-28,0.0,25.0
USC00518838,2015-09-29,0.0,22.8
USC00518838,2015-10-13,0.0,22.8
USC00518838,2015-10-16,0.0,26.1
USC00518838,2015-10-20,0.0,23.3
USC00518838,2015-10-21,,26.7
USC00518838,2015-10-26,,25.6
USC00518838,2015-10-27,,24.4
USC00518838,2015-10-29,,25.0
USC00518838,2015-11-02,,26.7
USC00518838,2015-11-05,,22.2
USC00518838,2015-11-09,,24.4
USC00518838,2015-11-12,,23.3
USC00518838,2015-11-20,,21.1
USC00519523,2010-01-01,3.8,23.9
USC00519523,2010-01-02,0.0,23.9
USC00519523,2010-01-03,0.0,25.0
USC00519523,2010-01-04,0.0,23.9
USC00519523,2010-01-05,0.3,23.9
USC00519523,2010-01-06,2.8,22.2
USC00519523,2010-01-07,17.8,20.0
USC00519523,2010-01-08,0.5,17.2
USC00519523,2010-01-09,0.3,20.6
USC00519523,2010-01-10,0.0,22.2
USC00519523,2010-01-11,12.2,20.0
USC00519523,2010-01-12,0.0,16.1
USC00519523,2010-01-13,0.0,15.6
USC00519523,2010-01-14,0.0,18.3
USC00519523,2010-01-15,0.0,20.0
USC00519523,2010-01-16,0.0,20.0
USC00519523,2010-01-17,0.0,21.1
USC00519523,2010-01-18,0.0,25.0
USC00519523,2010-01-19,0.0,23.3
USC00519523,2010-01-20,0.0,19.4
USC00519523,2010-01-21,3.3,21.1
USC00519523,2010-01-22,0.0,18.9
USC00519523,2010-01-23,0.0,23.9
USC00519523,2010-01-24,0.0,22.2
USC00519523,2010-01-25,0.0,18.3
USC00519523,2010-01-26,0.3,24.4
USC00519523,2010-01-27,7.1,20.6
USC00519523,2010-01-28,2.3,21.7
USC00519523,2010-01-29,29.2,18.3
USC00519523,2010-01-30,69.8,20.6
USC00519523,2010-01-31,1.3,22.2
USC00519523,2010-02-01,0.0,20.0
USC00519523,2010-02-02,0.0,18.9
USC00519523,2010-02-03,11.2,18.3
USC00519523,2010-02-04,0.0,20.0
USC00519523,2010-02-05,1.0,18.3
USC00519523,2010-02-06,0.0,24.4
USC00519523,2010-02-07,0.0,17.2
USC00519523,2010-02-08,0.0,21.7
USC00519523,2010-02-09,0.0,21.1
USC00519523,2010-02-10,0.0,18.9
USC00519523,2010-02-11,0.0,21.7
USC00519523,2010-02-12,1.8,21.1
USC00519523,2010-02-13,0.0,21.7
USC00519523,2010-02-14,0.0,22.8
USC00519523,2010-02-15,0.0,22.8
USC00519523,2010-02-16,0.0,15.0
USC00519523,2010-02-17,0.3,20.0
USC00519523,2010-02-18,0.0,19.4
USC00519523,2010-02-19,5.1,17.2
USC00519523,2010-02-20,4.8,23.3
USC00519523,2010-02-21,4.1,18.9
USC00519523,2010-02-22,3.6,17.2
USC00519523,2010-02-23,0.8,17.2
USC00519523,2010-02-24,0.0,16.7
USC00519523,2010-02-25,0.0,20.6
USC00519523,2010-02-26,0.0,22.8
USC00519523,2010-02-27,0.3,22.8
USC00519523,2010-02-28,4.8,20.6
USC00519523,2010-03-01,0.3,20.6
USC00519523,2010-03-02,0.0,21.7
USC00519523,2010-03-03,0.0,21.7
USC00519523,2010-03-04,3.8,20.6
USC00519523,2010-03-05,3.0,21.1
USC00519523,2010-03-06,0.5,22.2
USC00519523,2010-03-07,0.0,22.2
USC00519523,2010-03-08,0.5,21.1
USC00519523,2010-03-09,0.0,20.6
USC00519523,2010-03-10,3.0,22.2
USC00519523,2010-03-11,1.0,22.2
USC00519523,2010-03-12,0.0,20.6
USC00519523,2010-03-13,0.0,24.4
USC00519523,2010-03-14,0.0,23.9
USC00519523,2010-03-15,3.3,21.7
USC00519523,2010-03-16,8.9,21.7
USC00519523,2010-03-17,1.3,20.6
USC00519523,2010-03-18,18.8,19.4
USC00519523,2010-03-19,0.8,20.0
USC00519523,2010-03-20,0.0,21.7
USC00519523,2010-03-21,0.0,21.1
USC00519523,2010-03-22,0.0,22.8
USC00519523,2010-03-23,0.0,19.4
USC00519523,2010-03-24,0.3,25.0
USC00519523,2010-03-25,3.0,22.8
USC00519523,2010-03-26,0.5,23.3
USC00519523,2010-03-27,0.5,25.0
USC00519523,2010-03-28,1.3,24.4
USC00519523,2010-03-29,0.0,22.8
USC00519523,2010-03-30,0.3,22.8
USC00519523,2010-03-31,0.0,22.8
USC00519523,2010-04-01,0.8,22.2
USC00519523,2010-04-02,0.0,22.2
USC00519523,2010-04-03,4.8,22.2
USC00519523,2010-04-04,3.0,22.2
USC00519523,2010-04-05,2.5,22.2
USC00519523,2010-04-06,0.8,22.8
USC00519523,2010-04-07,5.1,22.8
USC00519523,2010-04-08,0.0,22.8
USC00519523,2010-04-09,0.0,22.8
USC00519523,2010-04-10,0.0,24.4
USC00519523,2010-04-11,0.3,23.9
USC00519523,2010-04-12,0.0,21.7
USC00519523,2010-04-13,3.3,21.7
USC00519523,2010-04-14,0.5,20.6
USC00519523,2010-04-15,0.0,21.1
USC00519523,2010-04-16,0.5,17.8
USC00519523,2010-04-17,0.5,20.6
USC00519523,2010-04-18,0.0,21.1
USC00519523,2010-04-19,0.0,22.2
USC00519523,2010-04-20,3.0,22.2
USC00519523,2010-04-21,2.5,22.2
USC00519523,2010-04-22,1.0,22.8
USC00519523,2010-04-23,3.6,22.2
USC00519523,2010-04-24,0.5,23.3
USC00519523,2010-04-25,0.0,24.4
USC00519523,2010-04-26,0.0,22.8
USC00519523,2010-04-27,0.0,23.3
USC00519523,2010-04-28,0.8,23.3
USC00519523,2010-04-29,0.8,22.8
USC00519523,2010-04-30,0.0,23.3
USC00519523,2010-05-01,0.0,24.4
USC00519523,2010-05-02,3.0,21.7
USC00519523,2010-05-03,11.7,22.2
USC00519523,2010-05-04,1.8,25.0
USC00519523,2010-05-05,0.0,23.9
USC00519523,2010-05-06,0.0,23.3
USC00519523,2010-05-07,0.3,21.7
USC00519523,2010-05-08,1.3,24.4
USC00519523,2010-05-09,0.0,24.4
USC00519523,2010-05-10,0.0,25.6
USC00519523,2010-05-11,0.0,25.6
USC00519523,2010-05-12,2.0,25.6
USC00519523,2010-05-14,0.0,23.9
USC00519523,2010-05-15,1.3,21.7
USC00519523,2010-05-16,1.5,22.8
USC00519523,2010-05-17,0.8,23.3
USC00519523,2010-05-18,0.0,23.9
USC00519523,2010-05-19,0.0,25.6
USC00519523,2010-05-20,0.3,23.9
USC00519523,2010-05-21,0.0,23.3
USC00519523,2010-05-22,0.0,23.9
USC00519523,2010-05-23,1.3,23.9
USC00519523,2010-05-24,1.5,23.9
USC00519523,2010-05-25,0.0,24.4
USC00519523,2010-05-26,2.0,25.6
USC00519523,2010-05-27,0.0,26.7
USC00519523,2010-05-29,0.0,25.6
USC00519523,2010-05-30,0.0,24.4
USC00519523,2010-05-31,0.0,27.2
USC00519523,2010-06-01,0.8,24.4
USC00519523,2010-06-02,0.0,24.4
USC00519523,2010-06-03,0.0,24.4
USC00519523,2010-06-04,0.0,22.8
USC00519523,2010-06-05,0.0,25.6
USC00519523,2010-06-06,0.0,25.0
USC00519523,2010-06-07,0.0,25.0
USC00519523,2010-06-08,0.3,25.0
USC00519523,2010-06-09,0.0,25.6
USC00519523,2010-06-10,0.0,25.6
USC00519523,2010-06-11,0.0,24.4
USC00519523,2010-06-12,0.0,24.4
USC00519523,2010-06-13,0.0,26.1
USC00519523,2010-06-14,0.0,23.3
USC00519523,2010-06-15,0.0,23.9
USC00519523,2010-06-16,0.0,24.4
USC00519523,2010-06-17,0.0,23.9
USC00519523,2010-06-18,3.6,22.8
USC00519523,2010-06-19,0.0,24.4
USC00519523,2010-06-20,0.0,25.6
USC00519523,2010-06-21,0.0,24.4
USC00519523,2010-06-22,0.0,26.1
USC00519523,2010-06-23,0.0,25.0
USC00519523,2010-06-24,0.0,24.4
USC00519523,2010-06-25,2.0,23.3
USC00519523,2010-06-26,2.0,23.9
USC00519523,2010-06-28,0.0,24.4
USC00519523,2010-06-29,0.0,24.4
USC00519523,2010-06-30,0.0,24.4
USC00519523,2010-07-01,3.3,23.3
USC00519523,2010-07-02,3.6,23.3
USC00519523,2010-07-03,2.3,24.4
USC00519523,2010-07-04,1.3,26.1
USC00519523,2010-07-05,0.3,26.1
USC00519523,2010-07-06,2.0,22.8
USC00519523,2010-07-07,5.3,22.8
USC00519523,2010-07-08,0.5,24.4
USC00519523,2010-07-09,1.5,22.2
USC00519523,2010-07-10,2.5,24.4
USC00519523,2010-07-11,0.0,27.2
USC00519523,2010-07-12,0.0,23.9
USC00519523,2010-07-13,0.0,24.4
USC00519523,2010-07-14,1.0,23.3
USC00519523,2010-07-15,0.8,24.4
USC00519523,2010-07-16,0.8,26.7
USC00519523,2010-07-17,2.0,23.3
USC00519523,2010-07-18,1.8,25.0
USC00519523,2010-07-19,0.0,24.4
USC00519523,2010-07-20,0.0,25.0
USC00519523,2010-07-21,1.5,23.3
USC00519523,2010-07-22,0.0,24.4
USC00519523,2010-07-23,0.0,22.8
USC00519523,2010-07-24,0.0,25.0
USC00519523,2010-07-25,0.0,25.0
USC00519523,2010-07-26,0.0,24.4
USC00519523,2010-07-27,0.0,27.2
USC00519523,2010-07-28,0.0,24.4
USC00519523,2010-07-29,0.0,25.0
USC00519523,2010-07-30,0.0,22.8
USC00519523,2010-07-31,2.3,24.4
USC00519523,2010-08-01,4.1,25.0
USC00519523,2010-08-02,4.8,23.3
USC00519523,2010-08-03,2.0,23.3
USC00519523,2010-08-04,6.6,24.4
USC00519523,2010-08-05,2.3,22.8
USC00519523,2010-08-06,2.3,24.4
USC00519523,2010-08-07,0.3,25.6
USC00519523,2010-08-08,0.0,24.4
USC00519523,2010-08-09,0.0,25.0
USC00519523,2010-08-10,0.0,25.0
USC00519523,2010-08-11,1.5,23.3
USC00519523,2010-08-12,0.0,23.9
USC00519523,2010-08-13,1.0,26.1
USC00519523,2010-08-14,0.0,25.6
USC00519523,2010-08-15,0.5,24.4
USC00519523,2010-08-16,2.0,22.2
USC00519523,2010-08-17,0.0,23.3
USC00519523,2010-08-18,0.5,25.0
USC00519523,2010-08-19,1.0,25.0
USC00519523,2010-08-20,0.5,25.0
USC00519523,2010-08-21,0.3,26.1
USC00519523,2010-08-22,0.3,25.6
USC00519523,2010-08-23,0.0,25.0
USC00519523,2010-08-24,0.0,24.4
USC00519523,2010-08-25,1.5,24.4
USC00519523,2010-08-26,1.5,25.0
USC00519523,2010-08-27,0.3,25.0
USC00519523,2010-08-28,0.0,27.8
USC00519523,2010-08-29,1.3,25.0
USC00519523,2010-08-30,0.0,24.4
USC00519523,2010-08-31,0.5,24.4
USC00519523,2010-09-01,0.0,24.4
USC00519523,2010-09-02,3.6,22.8
USC00519523,2010-09-03,6.9,24.4
USC00519523,2010-09-04,0.5,26.7
USC00519523,2010-09-05,0.3,25.6
USC00519523,2010-09-06,0.5,25.6
USC00519523,2010-09-07,5.8,23.9
USC00519523,2010-09-08,1.8,25.0
USC00519523,2010-09-09,0.5,25.0
USC00519523,2010-09-10,4.3,23.9
USC00519523,2010-09-11,4.6,27.2
USC00519523,2010-09-12,0.3,25.6
USC00519523,2010-09-13,0.0,25.0
USC00519523,2010-09-14,0.0,24.4
USC00519523,2010-09-15,0.0,24.4
USC00519523,2010-09-16,0.0,25.0
